C,1757962862.616,2,0
p1,1757962968.3049,2.804,-13.27,-31.67,18.33
p1,1757962968.3879,2.798,-13.03,-30.51,17.4
p1,1757962969.2246,3.117,-17.39,-31.44,13.88
p1,1757962969.2709,3.111,-17.14,-31.8,14.51
p1,1757962969.3785,3.114,-17.25,-31.59,14.17
p1,1757962969.4662,3.113,-16.73,-31.5,14.62
p1,1757962982.3059,3.431,-12.63,-30.89,18.2
p1,1757962982.3766,3.425,-13.05,-30.75,17.63
p1,1757962982.4402,3.439,-16.41,-31.73,15.18
p1,1757962982.4645,3.451,-18.19,-31.8,13.42
G,1757962989,33.774148873,-84.397272291,324.913
p1,1757963007.0079,2.943,-18.49,-31.62,12.92
p1,1757963007.0786,2.953,-17.75,-31.09,13.14
p1,1757963007.2006,2.927,-18.13,-32.07,13.76
p1,1757963007.2836,2.913,-17.54,-31.11,13.37
p1,1757963008.1196,2.719,-15.67,-31.71,15.93
p1,1757963008.1661,2.728,-15.8,-31.59,15.67
p1,1757963008.2736,2.722,-16.28,-31.43,15.01
p1,1757963008.3615,2.724,-16.05,-31.36,15.19
p1,1757963021.2011,3.418,-15.58,-32.13,16.45
p1,1757963021.2718,3.411,-15.21,-32.26,16.96
p1,1757963021.3354,3.436,-15.67,-31.33,15.55
p1,1757963021.3597,3.435,-15.52,-31.98,16.35
p1,1757963045.9034,2.924,-18.43,-31.41,12.76
p1,1757963045.9036,2.94,-18.61,-31.77,12.94
p1,1757963045.9744,2.928,-18.22,-31.62,13.2
p1,1757963046.0964,2.986,-17.65,-31.36,13.51
p1,1757963046.1793,2.972,-18.57,-31.55,12.75
p1,1757963047.0149,2.693,-11.29,-31.28,19.95
p1,1757963047.0614,2.691,-11.06,-32.01,20.92
p1,1757963047.1686,2.697,-11.68,-30.58,18.85
p1,1757963047.2566,2.696,-10.99,-31.97,20.95
G,1757963049,33.774148873,-84.397272291,324.913
p1,1757963060.0963,3.408,-16.35,-32,15.53
p1,1757963060.1671,3.423,-15.06,-32.4,17.26
p1,1757963060.2307,3.406,-15.81,-31.36,15.43
p1,1757963060.2552,3.422,-15.53,-31.31,15.66
p1,1757963084.7991,2.964,-17.08,-31.71,14.48
p1,1757963084.7994,2.993,-17.03,-31.55,14.37
p1,1757963084.8701,2.988,-16.7,-31.73,14.9
p1,1757963084.9922,2.998,-17.36,-31.87,14.35
p1,1757963085.0751,2.996,-16.72,-31.97,15.11
p1,1757963085.9101,2.687,-12.16,-30.61,18.38
p1,1757963085.9566,2.689,-12.38,-31.8,19.37
p1,1757963086.0642,2.692,-12.47,-31.2,18.68
p1,1757963086.1520,2.689,-12.65,-31.6,18.9
p1,1757963098.9917,3.388,-15.58,-32.55,16.88
p1,1757963099.0624,3.419,-15.84,-31.14,15.17
p1,1757963099.1259,3.409,-15.55,-31.68,16.02
p1,1757963099.1504,3.419,-15.53,-31.66,16.02
G,1757963109,33.774148873,-84.397272291,324.913
p1,1757963123.6948,2.994,-17.73,-31.41,13.49
p1,1757963123.7658,2.985,-17.6,-31.29,13.5
p1,1757963123.8878,2.997,-16.89,-32.09,15.06
p1,1757963123.9709,2.994,-17.98,-31.82,13.66
p1,1757963124.8054,2.492,-18.11,-31.96,13.67
p1,1757963124.8519,2.448,-17.25,-32.25,14.86
p1,1757963124.9594,2.503,-16.64,-32.08,15.32
p1,1757963125.0471,2.544,-15.4,-31.15,15.63
p1,1757963137.8868,3.395,-16.06,-31.07,14.87
p1,1757963137.9576,3.41,-15.79,-31.34,15.43
p1,1757963138.0211,3.403,-15.84,-31.44,15.47
p1,1757963138.0456,3.419,-15.5,-32.47,16.88
p1,1757963162.5907,3.002,-17.78,-31.12,13.14
p1,1757963162.6615,2.987,-18.04,-31.94,13.71
p1,1757963162.6618,3.006,-18.3,-31.98,13.49
p1,1757963162.7836,2.995,-17.46,-31.81,14.19
p1,1757963162.8666,2.972,-17.8,-32.25,14.29
p1,1757963163.7006,2.555,-17.61,-31.57,13.78
p1,1757963163.7471,2.466,-17.18,-31.94,14.61
p1,1757963163.8544,2.485,-20.38,-32.53,11.88
p1,1757963163.8546,2.49,-17.71,-31.87,13.99
p1,1757963163.9424,2.479,-17.58,-32.02,14.29
G,1757963169,33.774148873,-84.397272291,324.913
p1,1757963176.7822,3.369,-18.74,-30.03,10.96
p1,1757963176.7824,3.38,-16,-30.03,13.86
p1,1757963176.8532,3.39,-15.62,-29.94,14.15
p1,1757963176.9164,3.385,-18.02,-30.52,12.25
p1,1757963176.9166,3.391,-15.61,-30.64,14.89
p1,1757963176.9409,3.347,-15.56,-31.26,15.59
p1,1757963201.4863,3.003,-17.04,-31.53,14.34
p1,1757963201.5571,3.024,-17.06,-31.59,14.37
p1,1757963201.5573,3.031,-17.01,-31.46,14.29
p1,1757963201.6793,3.029,-16.94,-32.13,15.05
p1,1757963201.7623,3.032,-17.3,-31.88,14.43
p1,1757963202.5958,2.433,-16.82,-31.73,14.76
p1,1757963202.5961,2.426,-13.88,-32.02,18.07
p1,1757963202.6423,2.425,-13.24,-31.83,18.53
p1,1757963202.7498,2.419,-13.5,-32.02,18.46
p1,1757963202.8376,2.413,-13.61,-31.46,17.79
p1,1757963215.6776,3.354,-15.16,-31.1,15.83
p1,1757963215.7484,3.388,-15.27,-32.31,16.95
p1,1757963215.8119,3.39,-15.28,-31.87,16.5
p1,1757963215.8362,-3.396,-15.03,-31.39,16.25
G,1757963229,33.774148873,-84.397272291,324.913
p1,1757963240.3822,3.048,-17.09,-32.05,14.81
p1,1757963240.4529,3.05,-17.29,-31.06,13.59
p1,1757963240.5752,3.055,-17.65,-31.22,13.37
p1,1757963240.6582,3.055,-17.51,-31.17,13.47
p1,1757963241.4914,2.372,-14.94,-31.44,16.41
p1,1757963241.5376,2.361,-14.63,-31.44,16.72
p1,1757963241.6452,2.389,-14.5,-31.51,16.93
p1,1757963241.7329,2.386,-14.24,-31.76,17.45
p1,1757963254.5729,3.394,-15.54,-31.25,15.59
p1,1757963254.6437,3.378,-15.78,-31.99,16.1
p1,1757963254.7072,3.387,-15.38,-31.21,15.72
p1,1757963254.7316,3.397,-15.67,-30.77,14.96
p1,1757963279.2781,3.07,-17.39,-32.37,14.84
p1,1757963279.3491,3.069,-17.56,-31.5,13.76
p1,1757963279.4708,3.065,-17.44,-31.46,13.85
p1,1757963279.5535,3.061,-17.77,-32,14.07
p1,1757963279.5538,3.067,-18.26,-31.4,12.92
p1,1757963280.3863,2.363,-20.32,-31.95,11.32
p1,1757963280.3865,2.359,-17.02,-31.57,14.4
p1,1757963280.4328,2.366,-17.49,-31.97,14.32
p1,1757963280.5403,2.359,-18.45,-31.99,13.34
p1,1757963280.6281,2.346,-19.37,-31.46,11.82
G,1757963289,33.774148873,-84.397272291,324.913
p1,1757963293.4681,3.389,-15.92,-32.41,16.39
p1,1757963293.5388,3.343,-16.28,-31.16,14.73
p1,1757963293.5391,3.327,-18.64,-31.39,12.52
p1,1757963293.6023,3.347,-15.77,-31.21,15.32
p1,1757963293.6026,3.348,-18.1,-31.9,13.61
p1,1757963293.6268,3.387,-15.86,-31.94,15.98
p1,1757963318.1736,3.068,-17.6,-31.87,14.11
p1,1757963318.2443,3.08,-17.73,-32.13,14.23
p1,1757963318.3666,3.077,-17.67,-32.64,14.83
p1,1757963318.4496,3.084,-18.05,-31.89,13.66
p1,1757963319.2819,2.604,-8.91,-31.33,22.4
p1,1757963319.3281,2.612,-8.937,-30.87,21.9
p1,1757963319.4355,2.609,-8.79,-31.8,22.99
p1,1757963319.5234,2.611,-11.33,-30.8,19.43
p1,1757963319.5236,2.613,-8.95,-30.76,21.78
p1,1757963332.3635,3.369,-16.01,-31.84,15.71
p1,1757963332.4343,3.362,-16.06,-31.81,15.64
p1,1757963332.4978,3.329,-15.54,-32.09,16.45
p1,1757963332.5220,3.371,-15.61,-32.17,16.46
p1,1757963332.5223,3.381,-18.05,-32.12,13.9
G,1757963349,33.774148873,-84.397272291,324.913
p1,1757963357.0693,3.096,-17.03,-31.64,14.46
p1,1757963357.1400,3.092,-16.39,-31.6,15.07
p1,1757963357.2620,3.097,-16.34,-32.21,15.75
p1,1757963357.2623,3.096,-17.05,-31.69,14.49
p1,1757963357.3453,3.082,-16.71,-31.14,14.27
p1,1757963358.1771,2.359,-12.39,-32.25,19.82
p1,1757963358.2233,2.365,-12.71,-30.84,18.07
p1,1757963358.3309,2.375,-12.43,-32.43,19.96
p1,1757963358.4188,2.375,-12.4,-31.12,18.66
p1,1757963371.2588,3.362,-15.55,-31.32,15.65
p1,1757963371.3298,3.347,-15.46,-31.04,15.46
p1,1757963371.3930,3.375,-15.63,-31.41,15.67
p1,1757963371.4175,3.318,-15.5,-31.91,16.3
p1,1757963395.9651,3.095,-15.85,-32.38,16.43
p1,1757963396.0358,3.094,-15.89,-32.1,16.11
p1,1757963396.1580,3.102,-15.77,-31.93,16.06
p1,1757963396.2411,3.101,-16.3,-31.6,15.17
p1,1757963397.0723,2.371,-11.7,-31.44,19.69
p1,1757963397.1186,2.373,-11.67,-30.23,18.5
p1,1757963397.2260,2.388,-11.52,-30.77,19.2
p1,1757963397.3140,2.378,-11.67,-30.47,18.75
G,1757963409,33.774148873,-84.397272291,324.913
p1,1757963410.1543,3.343,-15.69,-31.82,16.03
p1,1757963410.2250,3.337,-15.35,-31.45,15.99
p1,1757963410.2885,3.369,-15.73,-32.3,16.48
p1,1757963410.3128,3.361,-15.98,-32.07,15.98
p1,1757963434.8608,3.113,-17.34,-32.04,14.55
p1,1757963434.9316,3.101,-17.28,-31.75,14.31
p1,1757963435.0536,3.096,-18.16,-31.78,13.43
p1,1757963435.0538,3.103,-17.25,-31.92,14.52
p1,1757963435.1367,3.107,-17.08,-31.56,14.32
p1,1757963435.9675,2.368,-14.44,-32.53,18.02
p1,1757963436.0140,2.369,-15.14,-32.56,17.34
p1,1757963436.1213,2.359,-14.95,-32.15,17.12
p1,1757963436.2093,2.37,-14.57,-31.2,16.54
p1,1757963449.0496,3.341,-15.64,-32.29,16.55
p1,1757963449.1206,3.304,-15.39,-32.26,16.78
p1,1757963449.1838,3.361,-15.36,-31.83,16.37
p1,1757963449.2083,3.369,-15.52,-32.36,16.76
C,1757963463.052,5,0
G,1757963469,33.774148873,-84.397272291,324.913
p1,1757963473.7566,3.112,-16.58,-32.54,15.84
p1,1757963473.8274,3.112,-16.63,-31.25,14.47
p1,1757963473.9495,3.107,-16.4,-32.36,15.85
p1,1757963474.0334,3.106,-16.58,-31.81,15.09
p1,1757963474.8628,2.38,-15.52,-31.82,16.19
p1,1757963474.9092,2.398,-15.62,-32.3,16.59
p1,1757963475.0165,2.377,-15.75,-31.41,15.53
p1,1757963475.1042,2.384,-15.46,-31.31,15.73
p1,1757963487.9450,3.292,-15.34,-31.59,16.15
p1,1757963488.0158,3.327,-15.82,-32.57,16.65
p1,1757963488.0792,3.35,-15.53,-31.58,15.94
p1,1757963488.1037,3.322,-15.66,-32.17,16.42
p1,1757963512.6522,3.128,-16.57,-32.04,15.35
p1,1757963512.7230,3.127,-16.66,-32.09,15.3
p1,1757963512.8452,3.123,-16.41,-30.92,14.35
p1,1757963512.9280,3.12,-17.96,-31.47,13.32
p1,1757963512.9283,3.121,-16.57,-30.7,13.96
p1,1757963513.7580,2.358,-19.95,-30.25,9.875
p1,1757963513.8043,2.37,-18.77,-30.19,11.1
p1,1757963513.9117,2.341,-19.07,-31.23,11.88
p1,1757963513.9995,2.346,-19.08,-29.06,9.526
p1,1757963526.8402,3.252,-16,-32.26,16.15
p1,1757963526.9109,3.255,-18.42,-31.61,12.97
p1,1757963526.9112,3.256,-16.13,-32.25,16.01
p1,1757963526.9745,3.287,-15.61,-30.89,15.14
p1,1757963526.9990,3.277,-15.88,-32.41,16.43
G,1757963529,33.774148873,-84.397272291,324.913
p1,1757963551.5480,3.144,-16.22,-31.82,15.49
p1,1757963551.6188,3.134,-16.67,-30.55,13.71
p1,1757963551.7411,3.121,-16.56,-31.77,15.08
p1,1757963551.8240,3.14,-16.43,-32.04,15.49
p1,1757963552.6532,2.398,-20.83,-31.81,10.61
p1,1757963552.6995,2.367,-20.48,-33.16,12.43
p1,1757963552.8071,2.38,-21.23,-32.35,10.78
p1,1757963552.8949,2.4,-21.67,-32.36,10.31
p1,1757963565.7357,3.227,-15.64,-32.38,16.65
p1,1757963565.8065,3.25,-16.04,-33.06,16.93
p1,1757963565.8700,3.251,-15.95,-31.68,15.62
p1,1757963565.8943,3.235,-15.93,-32.56,16.54
p1,1757963565.8945,3.226,-18.04,-32.4,14.19
G,1757963589,33.774148873,-84.397272291,324.913
p1,1757963590.4437,3.134,-16.61,-31.02,14.26
p1,1757963590.5145,3.146,-16.99,-31.49,14.35
p1,1757963590.6364,3.134,-18.54,-31.13,12.35
p1,1757963590.6367,3.14,-16.87,-31.44,14.42
p1,1757963590.7197,3.135,-16.58,-32.11,15.4
p1,1757963591.5484,2.375,-22.31,-30.89,7.93
p1,1757963591.5947,2.355,-21.93,-31.7,9.281
p1,1757963591.7022,2.366,-20.45,-32.08,11.31
p1,1757963591.7901,2.351,-21.15,-31.28,9.684
p1,1757963604.6309,3.206,-15.47,-31.85,16.28
p1,1757963604.7017,3.233,-15.14,-31.77,16.54
p1,1757963604.7652,3.22,-15.86,-31.38,15.4
p1,1757963604.7897,3.239,-16.02,-30.82,14.65
p1,1757963629.3395,3.127,-16.7,-31.69,14.84
p1,1757963629.4103,3.14,-16.46,-31.97,15.39
p1,1757963629.5325,3.137,-16.94,-31.95,14.87
p1,1757963629.6155,3.14,-16.67,-32.45,15.66
p1,1757963630.4434,2.372,-21.29,-31.69,9.978
p1,1757963630.4899,2.353,-20.42,-31.49,10.72
p1,1757963630.5972,2.378,-18.44,-31.7,13.05
p1,1757963630.6852,2.39,-18.05,-31.69,13.45
p1,1757963643.5264,3.273,-15.89,-32.84,16.87
p1,1757963643.5972,3.289,-15.44,-32.91,17.38
p1,1757963643.6607,3.254,-15.66,-31.86,16.1
p1,1757963643.6849,3.309,-15.93,-32.45,16.42
G,1757963649,33.774148873,-84.397272291,324.913
p1,1757963668.2352,3.126,-15.66,-33.03,17.28
p1,1757963668.3060,3.134,-16,-33.56,17.48
p1,1757963668.4282,3.144,-16.4,-32.92,16.42
p1,1757963668.5112,3.139,-15.57,-32.94,17.28
p1,1757963669.3387,2.326,-17.38,-32.71,15.21
p1,1757963669.3852,2.317,-17.03,-32.83,15.68
p1,1757963669.4925,2.31,-16.92,-32.72,15.69
p1,1757963669.5805,2.322,-17.37,-33.51,16.03
p1,1757963682.4216,3.378,-15.62,-32.86,17.15
p1,1757963682.4924,3.374,-15.26,-32.92,17.58
p1,1757963682.5559,3.385,-15.7,-32.66,16.88
p1,1757963682.5804,3.346,-15.52,-32.81,17.22
p1,1757963707.1310,3.142,-15.6,-32.32,16.62
p1,1757963707.2018,3.144,-15.47,-32.27,16.71
p1,1757963707.3239,3.145,-15.66,-32.51,16.75
p1,1757963707.4069,3.142,-15.11,-32,16.8
p1,1757963708.2339,2.36,-21.82,-32.72,10.53
p1,1757963708.2804,2.354,-21.2,-32.25,10.69
p1,1757963708.3876,2.374,-20.87,-32.56,11.39
p1,1757963708.4754,2.34,-24.95,-33,7.308
p1,1757963708.4756,2.34,-21.27,-32.95,11.37
G,1757963709,33.774148873,-84.397272291,324.913
p1,1757963721.3172,3.361,-15.3,-32.03,16.64
p1,1757963721.3879,3.364,-15.39,-31.77,16.28
p1,1757963721.4514,3.361,-15.61,-32.51,16.81
p1,1757963721.4756,3.391,-18.1,-31.92,13.64
p1,1757963721.4759,3.385,-15.6,-32.19,16.5
p1,1757963746.0267,3.167,-15.54,-32.68,17.06
p1,1757963746.0975,3.177,-15.85,-32.06,16.11
p1,1757963746.2197,3.163,-15.7,-32.02,16.21
p1,1757963746.3027,3.156,-15.44,-32.44,16.91
p1,1757963747.1292,2.347,-23.77,-31.38,6.784
p1,1757963747.1754,2.345,-22.95,-32.25,8.755
p1,1757963747.2829,2.356,-21.69,-33.27,11.26
p1,1757963747.3709,2.356,-22.9,-31.66,8.143
p1,1757963760.2124,3.321,-15.65,-33.21,17.48
p1,1757963760.2831,3.324,-15.84,-32.03,16.07
p1,1757963760.3466,3.367,-15.44,-33.02,17.51
p1,1757963760.3711,3.34,-15.24,-32.59,17.27
G,1757963769,33.774148873,-84.397272291,324.913
p1,1757963784.9224,3.148,-15.62,-33.05,17.35
p1,1757963784.9931,3.145,-15.88,-32.9,16.93
p1,1757963785.1154,3.148,-15.27,-32.54,17.18
p1,1757963785.1984,3.154,-15.41,-32.34,16.84
C,1757963789.566,4,0
p1,1757963799.1079,3.262,-15.77,-32.07,16.19
p1,1757963799.1786,3.292,-15.71,-31.77,15.95
p1,1757963799.2421,3.251,-15.12,-32.12,16.92
p1,1757963799.2664,3.27,-15.09,-32.26,17.09
p1,1757963799.2666,-6.694,-24.76,-32.06,6.401
C,1757963809.556,5,0
p1,1757963823.8182,3.121,-15.86,-31.97,16
p1,1757963823.8890,3.123,-15.55,-31.86,16.21
p1,1757963824.0112,3.126,-15.49,-32.17,16.58
p1,1757963824.0942,3.131,-15.68,-32.8,17.03
p1,1757963824.9197,2.363,-16.72,-32.74,15.91
p1,1757963824.9659,2.386,-17.06,-32.37,15.18
p1,1757963825.0734,2.372,-17.94,-32.34,14.23
p1,1757963825.1615,2.363,-18.78,-31.92,12.93
G,1757963829,33.774148873,-84.397272291,324.913
p1,1757963838.0032,3.249,-15.46,-32.21,16.66
p1,1757963838.0739,3.295,-15.45,-32.49,16.95
p1,1757963838.1374,3.258,-15.62,-32.36,16.64
p1,1757963838.1619,3.241,-15.49,-32.34,16.75
p1,1757963862.7139,3.105,-15.54,-32.97,17.36
p1,1757963862.7846,3.11,-15.65,-32.71,16.97
p1,1757963862.9069,3.111,-15.47,-31.82,16.25
p1,1757963862.9896,3.118,-15.62,-32.5,16.79
p1,1757963862.9899,3.121,-16.83,-32.31,15.36
p1,1757963863.8616,2.422,-25.74,-32.73,6.02
p1,1757963876.8984,3.248,-15.86,-32.18,16.22
p1,1757963876.9694,3.222,-15.38,-32.88,17.42
p1,1757963877.0329,3.241,-15.11,-32.91,17.72
p1,1757963877.0572,3.265,-15.38,-31.71,16.23
G,1757963889,33.774148873,-84.397272291,324.913
p1,1757963901.6096,3.092,-18.22,-32.56,14.17
p1,1757963901.6804,3.082,-17.55,-32.51,14.82
p1,1757963901.8026,3.09,-18.21,-32.64,14.27
p1,1757963901.8856,3.091,-17.78,-32.88,14.96
p1,1757963915.7939,3.258,-16.39,-30.94,14.4
p1,1757963915.8647,3.245,-16.99,-32.03,14.9
p1,1757963915.9281,3.271,-16.87,-31.66,14.65
p1,1757963915.9526,3.279,-16.75,-32.35,15.48
p1,1757963940.5055,3.069,-18.66,-32.96,14.13
p1,1757963940.5761,3.061,-18.92,-31.99,12.85
p1,1757963940.6984,3.074,-18.38,-32.73,14.19
p1,1757963940.7812,3.06,-19.09,-31.58,12.23
p1,1757963941.6052,2.56,-25.13,-32.85,6.912
p1,1757963941.6517,2.591,-24.92,-32.9,7.232
p1,1757963941.8472,2.504,-24.91,-32.56,6.835
G,1757963949,33.774148873,-84.397272291,324.913
p1,1757963954.6892,3.285,-16.92,-31.85,14.8
p1,1757963954.7599,3.313,-17.3,-31.27,13.79
p1,1757963954.8234,3.311,-17.37,-31.44,13.89
p1,1757963954.8479,3.26,-16.81,-32.01,15.06
p1,1757963979.4013,3.057,-16.86,-31.1,14.07
p1,1757963979.4719,3.042,-17.93,-31,12.85
p1,1757963979.5939,3.048,-18.28,-32.2,13.74
p1,1757963979.6769,3.063,-16.67,-30.95,14.11
p1,1757963980.5004,2.371,-19.3,-28.32,8.441
p1,1757963980.5469,2.398,-19.43,-28.16,8.107
p1,1757963980.6544,2.359,-19.45,-29.29,9.369
p1,1757963980.7422,2.365,-18.29,-29.19,10.53
p1,1757963993.5847,3.281,-13.98,-28.31,14.17
p1,1757963993.6554,3.253,-13.8,-28.36,14.41
p1,1757963993.7189,3.336,-13.69,-28.15,14.3
p1,1757963993.7432,3.303,-14.22,-28.56,14.18
G,1757964009,33.774148873,-84.397272291,324.913
p1,1757964018.2968,3.033,-13.98,-28.46,14.33
p1,1757964018.3677,3.045,-13.83,-27.32,13.29
p1,1757964018.4896,3.039,-14.08,-27.22,12.93
p1,1757964018.5727,3.047,-13.72,-27.25,13.33
p1,1757964019.3956,2.567,-20.1,-27.43,6.451
p1,1757964019.6374,2.452,-16.11,-28.49,12.12
p1,1757964032.4798,3.269,-12.91,-28.73,15.7
p1,1757964032.5506,3.278,-12.48,-27.82,15.2
p1,1757964032.6141,3.249,-12.67,-28.16,15.36
p1,1757964032.6386,3.265,-12.66,-27.77,14.97
p1,1757964057.1926,3.042,-9.718,-27.25,17.45
p1,1757964057.2633,3.036,-9.406,-27.52,18.05
p1,1757964057.3853,3.033,-10,-27.37,17.29
p1,1757964057.4683,3.031,-10.18,-27.54,17.29
p1,1757964058.2908,2.421,-2.602,-26.98,24.36
p1,1757964058.3373,2.42,-2.524,-27.45,24.91
p1,1757964058.4446,2.434,-2.623,-25.76,23.12
p1,1757964058.5326,2.448,-2.529,-28.65,26.11
C,1757964063.433,5,0
G,1757964069,33.774148873,-84.397272291,324.913
p1,1757964071.3751,3.245,-21.18,-29.82,7.999
p1,1757964071.4461,3.241,-20.17,-28.97,8.189
p1,1757964071.5093,3.255,-22,-29.57,6.743
p1,1757964071.5096,3.241,-20.2,-30.01,9.329
p1,1757964071.5338,3.355,-20.15,-29.77,9.12
p1,1757964096.0883,3.05,-22.44,-32.67,9.802
p1,1757964096.1591,3.05,-22.41,-32.14,9.248
p1,1757964096.2811,3.025,-21.81,-32.42,10.21
p1,1757964096.3641,3.03,-21.73,-32.3,10.16
G,1757964129,33.774148873,-84.397272291,324.913
p1,1757964134.9841,3.06,-18.58,-29.35,10.4
p1,1757964135.0548,3.043,-23.1,-30.21,6.168
p1,1757964135.1768,3.044,-15.85,-30.09,14.07
p1,1757964135.2599,3.05,-14.64,-30.3,15.54
p1,1757964136.0813,2.676,-10.61,-29.33,18.65
p1,1757964136.1278,2.672,-9.626,-30.22,20.56
p1,1757964136.2351,2.669,-8.482,-28.71,20.19
p1,1757964136.3231,2.665,-5.333,-29.72,24.37
p1,1757964173.8799,3.044,-18.35,-29.66,10.98
p1,1757964173.9507,3.056,-18.35,-30.43,11.8
p1,1757964174.0726,3.037,-19.29,-30.22,10.57
p1,1757964174.1556,3.049,-17.92,-30.34,12.16
p1,1757964188.0612,3.207,-20.62,-29.96,8.795
p1,1757964188.1953,3.148,-21.92,-29.87,7.192
p1,1757964188.2198,3.174,-21.96,-29.62,6.842
G,1757964189,33.774148873,-84.397272291,324.913
p1,1757964212.7754,3.049,-18.81,-29.73,10.55
p1,1757964212.7756,3.058,-19.29,-29.79,10.1
p1,1757964212.8464,3.077,-18.58,-30.04,11.13
p1,1757964212.9683,3.043,-17.81,-30.17,12.09
p1,1757964213.0514,3.043,-19.02,-30.21,10.85
p1,1757964226.9566,3.145,-21.59,-29.25,6.836
p1,1757964227.0273,3.212,-21.83,-30.59,8.139
p1,1757964227.0909,3.187,-22.53,-30.25,6.925
p1,1757964227.1151,3.18,-21.44,-30.7,8.707
G,1757964249,33.774148873,-84.397272291,324.913
p1,1757964251.6711,3.046,-18.78,-29.46,10.29
p1,1757964251.6713,3.043,-18.46,-29.79,10.99
p1,1757964251.7421,3.066,-19.14,-29.17,9.573
p1,1757964251.8641,3.055,-18.42,-29.39,10.61
p1,1757964251.9471,3.041,-18.81,-29.26,10.05
p1,1757964266.0104,3.156,-23.44,-30.86,6.556
p1,1757964290.5670,3.038,-14.45,-35.91,21.43
p1,1757964290.6378,3.036,-14.46,-36.39,21.9
p1,1757964290.7598,3.038,-14.57,-36.44,21.85
p1,1757964290.8428,3.048,-14.45,-36.7,22.22
p1,1757964304.7470,3.157,-19.96,-30.84,10.51
p1,1757964304.8178,3.233,-19.41,-29.51,9.644
p1,1757964304.8813,3.15,-19.99,-30.54,10.16
p1,1757964304.9058,3.198,-19.94,-29.98,9.583
G,1757964309,33.774148873,-84.397272291,324.913
p1,1757964329.4628,3.035,-13.87,-30.37,16.4
p1,1757964329.5336,3.034,-14.05,-30.18,16.02
p1,1757964329.6556,3.031,-13.66,-30.28,16.52
p1,1757964329.7385,3.027,-14.2,-29.76,15.43
p1,1757964343.6424,3.166,-20.85,-30.33,8.961
p1,1757964343.6426,3.171,-19.4,-30.42,10.66
p1,1757964343.7134,3.178,-18.79,-30.26,11.15
p1,1757964343.7766,3.159,-20.31,-30.36,9.595
p1,1757964343.8011,3.238,-19.51,-30.44,10.56
p1,1757964368.3583,2.998,-13.79,-30.03,16.14
p1,1757964368.4293,3.013,-13.6,-29.64,15.93
p1,1757964368.5513,3.015,-13.97,-30.82,16.76
p1,1757964368.6343,3.023,-14.1,-30.37,16.16
p1,1757964369.4528,2.425,-21.64,-30.09,7.774
G,1757964369,33.774148873,-84.397272291,324.913
p1,1757964369.4993,2.467,-22.33,-29.34,6.047
p1,1757964369.6068,2.395,-21.78,-29.6,7.033
p1,1757964382.5376,3.162,-20.71,-30.93,9.789
p1,1757964382.5379,3.155,-19.3,-30.88,11.27
p1,1757964382.6086,3.158,-19.56,-30.44,10.51
p1,1757964382.6721,3.164,-19.36,-30.24,10.51
p1,1757964382.6963,3.172,-19.98,-30.17,9.76
p1,1757964407.2540,2.986,-14.1,-30.54,16.34
p1,1757964407.2543,2.989,-14.03,-30.59,16.46
p1,1757964407.3250,2.986,-14.28,-29.7,15.29
p1,1757964407.4471,2.99,-14.14,-30.63,16.39
